商品id,一级品类,二级品类,商品标题,商品价格,省份,商品销量,店铺名称,店铺标签,先用后付,退货宝,风格,面料,版型,适用季节
\t279414598978,服饰鞋包,童装,春季童装百搭正品,291.71,天津,1000+人付款,津优品服饰店专卖店,,,,时尚风,纯棉,,春季
\t732995516811,美妆护肤,彩妆,彩妆官方正品,322.46,河北,1000+人付款,冀优品美妆店旗舰店,极速发货,,,,,,
\t169159441206,家居生活,厨具,厨具高品质办公,190.72,黑龙江,1万+人付款,诚信家居店,回头客5万,,,,,,
\t926394269988,汽车用品,电子,电子2025新款,881.49,山东,2000+人付款,优品汽车店,正品保障,,退货宝,,,,
\t174586391095,母婴用品,纸尿裤,冬季纸尿裤宽松2025新款,390.78,上海,1万+人付款,沪优品母婴店专卖店,,,,通勤风,莫代尔,,夏季
\t916871697883,汽车用品,装饰,装饰2025新款,995.1,湖南,200+人付款,品质汽车店,回头客10万,,,,,,
\t663606752333,食品生鲜,水果,水果高品质,329.27,黑龙江,100万+人付款,诚信食品店,5年老店,,退货宝,,,,
\t225586737761,运动户外,健身器材,健身器材宽松2025新款,71.31,福建,5万+人付款,闽品质运动店,回头客1万,,,,,,冬季
\t876896396978,宠物用品,玩具,夏季玩具宽松正品,201.93,内蒙古,200+人付款,蒙时尚宠物店,8年老店,,,,,,
\t111934430828,食品生鲜,肉类,肉类高品质,225.38,河北,2万+人付款,优品食品店专卖店,回头客1万,,,,,,
\t630928673081,美妆护肤,美发,美发2025新款,134.55,河南,5000+人付款,品质美妆店旗舰店,回头客1万,,,,,,
\t917209127454,运动户外,运动服,运动服宽松2025新款,1218.21,浙江,1000+人付款,时尚运动店,8年老店,,,,,,秋季
\t837577733714,玩具乐器,乐器,乐器高品质,551.68,上海,5万+人付款,诚信玩具店,5年老店,先用后付,,,,,
\t690187824511,医药健康,药品,药品2025新款,415.12,宁夏,2000+人付款,时尚医药店,回头客3千,,退货宝,,,,
\t205166722971,服饰鞋包,配饰,春季配饰修身正品,47.19,吉林,5000+人付款,品质服饰店专卖店,正品保障,,,,纯棉,标准型,冬季
\t676399388813,数码家电,手机,手机官方正品办公,5714.11,辽宁,1000+人付款,诚信数码店,,,退货宝,,,,
\t231229008008,医药健康,保健品,保健品2025新款,1188.62,澳门,2000+人付款,诚信医药店,回头客10万,先用后付,,,,,
\t346217415803,宠物用品,护理,春季护理百搭热销,233.61,辽宁,500+人付款,诚信宠物店专卖店,极速发货,,,,,,
\t512257005587,钟表珠宝,戒指,戒指2025新款,2316.17,天津,5万+人付款,津时尚钟表店,回头客3千,,,,,,
\t102753672740,宠物用品,用品,夏季用品百搭正品,347.31,香港,1万+人付款,港时尚宠物店,金牌卖家,,,通勤风,,,夏季
\t804622884859,钟表珠宝,耳环,耳环官方正品,1002.19,山东,200+人付款,优品钟表店,回头客10万,,,,,,
\t846421816325,汽车用品,安全,安全2025新款,443.98,西藏,2万+人付款,优品汽车店旗舰店,回头客5万,,,,,,
\t255836753668,医药健康,计生用品,计生用品官方正品,770.32,海南,2000+人付款,时尚医药店专卖店,皇冠店铺,,,,,,
\t842110235007,玩具乐器,乐器,乐器高品质,722.3,河南,5万+人付款,豫优品玩具店旗舰店,8年老店,,,,,,
\t140899920545,医药健康,计生用品,计生用品官方正品,984.61,福建,20万+人付款,闽时尚医药店,,,,,,,
\t359082302009,汽车用品,装饰,装饰高品质,96.91,黑龙江,500+人付款,诚信汽车店旗舰店,回头客3千,,,,,,
\t958246762030,数码家电,相机,相机高品质家用,1503.78,甘肃,2000+人付款,时尚数码店,皇冠店铺,,,,,,
\t499973317557,钟表珠宝,戒指,戒指2025新款,3341.73,陕西,1万+人付款,陕优品钟表店,金牌卖家,,,,,,
\t714819308885,运动户外,健身器材,秋季健身器材百搭正品,1246.88,湖北,2000+人付款,优品运动店旗舰店,8年老店,先用后付,,,,标准型,
\t783056942419,食品生鲜,肉类,肉类高品质,367.7,福建,500+人付款,时尚食品店旗舰店,回头客3千,,,,,,
\t131523099484,汽车用品,清洁,清洁2025新款,227.09,湖北,1000+人付款,诚信汽车店专卖店,金牌卖家,,,,,,
\t881847809906,宠物用品,食品,夏季食品修身热销,214.34,重庆,200+人付款,优品宠物店,皇冠店铺,,,时尚风,,,
\t563683431989,家居生活,家具,家具高品质户外,2441.47,台湾,500+人付款,时尚家居店专卖店,,,,,,,
\t867402650219,美妆护肤,面部护理,面部护理高品质,256.49,江苏,1000+人付款,品质美妆店专卖店,回头客1万,,,,,,
\t958575623900,宠物用品,护理,护理宽松正品,63.73,辽宁,5000+人付款,优品宠物店,正品保障,,,通勤风,,,
\t568995084569,母婴用品,童装,秋季童装百搭正品,467.82,浙江,500+人付款,诚信母婴店旗舰店,,先用后付,,,,,春秋季
\t740207970381,运动户外,健身器材,夏季健身器材百搭热销,1307.2,宁夏,5000+人付款,品质运动店,,,,,,标准型,春季
\t379388564478,美妆护肤,美发,美发2025新款,841.11,青海,1万+人付款,品质美妆店专卖店,,,,,,,
\t976819519750,医药健康,药品,药品官方正品,65.44,上海,2000+人付款,时尚医药店旗舰店,正品保障,,,,,,
\t616481275802,母婴用品,辅食,夏季辅食修身热销,636.09,福建,500+人付款,优品母婴店,,,,休闲风,莫代尔,,秋季
\t492747135615,礼品鲜花,礼盒,礼盒高品质,960.1,吉林,1000+人付款,优品礼品店,5年老店,,,,,,
\t344456109688,母婴用品,辅食,冬季辅食修身热销,500.47,福建,500+人付款,闽时尚母婴店,极速发货,,,通勤风,莫代尔,,春秋季
\t282792522882,运动户外,运动鞋,秋季运动鞋百搭热销,1400.78,浙江,100+人付款,诚信运动店专卖店,,,,休闲风,,宽松型,
\t926111202662,家居生活,厨具,厨具高品质办公,2590.88,浙江,5000+人付款,品质家居店专卖店,回头客10万,,,,,,
\t477864810341,玩具乐器,儿童玩具,儿童玩具2025新款,2447.48,辽宁,1000+人付款,诚信玩具店,回头客5万,,,,,,
\t890931905443,图书音像,社科,社科官方正品,51.28,北京,1000+人付款,京时尚图书店专卖店,皇冠店铺,,,,,,
\t748389295517,图书音像,经管,经管官方正品,259.08,黑龙江,500+人付款,品质图书店专卖店,8年老店,,,,,,
\t916083168400,礼品鲜花,鲜花,鲜花官方正品,1434.37,山东,1000+人付款,诚信礼品店,正品保障,,,,,,
\t530081266276,农资园艺,肥料,肥料2025新款,672.43,福建,200+人付款,品质农资店,,先用后付,,,,,
\t736614778512,农资园艺,种子,种子官方正品,839.57,广东,500+人付款,诚信农资店,,先用后付,,,,,
\t312519447488,母婴用品,纸尿裤,春季纸尿裤宽松2025新款,1166.25,江苏,1000+人付款,时尚母婴店,8年老店,,,时尚风,,,春季
\t501486871918,美妆护肤,美发,美发2025新款,639.31,海南,1000+人付款,时尚美妆店,极速发货,,,,,,
\t824315788928,家居生活,收纳,收纳官方正品家用,143.73,江苏,50万+人付款,时尚家居店,极速发货,,,,,,
\t261712658459,礼品鲜花,礼盒,礼盒2025新款,1482.75,广东,2万+人付款,诚信礼品店专卖店,,先用后付,,,,,
\t784787067075,玩具乐器,儿童玩具,儿童玩具2025新款,450.96,北京,2000+人付款,京品质玩具店,8年老店,,,,,,
\t210912233176,图书音像,小说,小说2025新款,62.91,广东,200+人付款,时尚图书店专卖店,5年老店,,,,,,
\t573879196672,宠物用品,食品,冬季食品百搭正品,109.22,山东,200+人付款,鲁品质宠物店旗舰店,回头客1万,,,时尚风,,,
\t268408080234,玩具乐器,乐器,乐器高品质,959.15,河南,5000+人付款,豫品质玩具店,金牌卖家,,,,,,
\t761816161316,母婴用品,玩具,秋季玩具宽松2025新款,679.69,广东,500+人付款,品质母婴店,金牌卖家,,退货宝,,,,秋季
\t481901257451,钟表珠宝,手链,手链官方正品,1683.25,新疆,500+人付款,优品钟表店专卖店,金牌卖家,,,,,,
\t826506308931,宠物用品,护理,夏季护理修身2025新款,162.51,云南,500+人付款,时尚宠物店专卖店,8年老店,,退货宝,时尚风,,,夏季
\t322027811196,美妆护肤,美发,美发官方正品,273.48,湖北,200+人付款,品质美妆店专卖店,,,,,,,
\t178974412866,家居生活,装饰,装饰官方正品家用,1330.38,福建,200+人付款,闽时尚家居店,皇冠店铺,,,,,,
\t737602645601,食品生鲜,水果,水果官方正品,145.74,北京,1000+人付款,京时尚食品店,金牌卖家,,,,,,
\t607491894796,图书音像,教材,教材高品质,59.2,四川,1000+人付款,时尚图书店旗舰店,极速发货,,,,,,
\t858805512620,礼品鲜花,定制礼品,定制礼品官方正品,127.11,北京,1万+人付款,时尚礼品店,回头客1万,,,,,,
\t704653581086,食品生鲜,粮油,粮油高品质,311.47,上海,100+人付款,时尚食品店,回头客5万,,,,,,
\t709619869741,礼品鲜花,定制礼品,定制礼品2025新款,1338.98,贵州,1000+人付款,黔时尚礼品店专卖店,回头客1万,先用后付,,,,,
\t937523374607,服饰鞋包,女装,女装宽松2025新款,782.65,广东,2000+人付款,品质服饰店专卖店,回头客3千,,,休闲风,纯棉,,
\t216721139392,农资园艺,盆栽,盆栽2025新款,242.35,湖北,2000+人付款,优品农资店,回头客5万,,,,,,
\t946850495450,运动户外,健身器材,春季健身器材宽松热销,86.34,安徽,2万+人付款,品质运动店旗舰店,皇冠店铺,,,休闲风,,,春秋季
\t978754835835,运动户外,健身器材,健身器材宽松2025新款,852.07,山东,500+人付款,品质运动店旗舰店,回头客5万,,退货宝,,,,秋季
\t490320007906,礼品鲜花,定制礼品,定制礼品2025新款,962.78,浙江,1000+人付款,浙时尚礼品店,金牌卖家,,,,,,
\t549648672287,礼品鲜花,鲜花,鲜花高品质,1598.79,云南,2万+人付款,优品礼品店,回头客10万,,,,,,
\t503505218787,运动户外,运动服,夏季运动服修身正品,1484.09,安徽,100+人付款,品质运动店,,,,通勤风,,,冬季
\t484894916139,服饰鞋包,配饰,春季配饰修身正品,643.61,澳门,5000+人付款,优品服饰店,8年老店,,,,丝光棉,标准型,秋季
\t742593402939,医药健康,医疗器械,医疗器械高品质,777.23,江西,500+人付款,诚信医药店,极速发货,,,,,,
\t504743304801,食品生鲜,水果,水果高品质,188.78,江苏,100+人付款,苏时尚食品店,正品保障,,,,,,
\t836880895612,母婴用品,纸尿裤,纸尿裤修身正品,374.79,江苏,500+人付款,品质母婴店,8年老店,,,,莫代尔,,冬季
\t547693403180,图书音像,小说,小说2025新款,265.33,台湾,2000+人付款,时尚图书店,回头客10万,,,,,,
\t434463514190,汽车用品,电子,电子高品质,1149.29,河北,1万+人付款,冀时尚汽车店旗舰店,皇冠店铺,,,,,,
\t403262646175,服饰鞋包,男装,秋季男装宽松热销,1298.11,河北,1000+人付款,诚信服饰店,回头客3千,,,休闲风,莫代尔,,
\t600787028235,图书音像,小说,小说2025新款,207.35,广东,500+人付款,时尚图书店,正品保障,,,,,,
\t183966724929,宠物用品,玩具,秋季玩具修身热销,83.11,黑龙江,1万+人付款,时尚宠物店,5年老店,先用后付,,,,,
\t914783021670,医药健康,医疗器械,医疗器械高品质,1192.66,江西,1万+人付款,时尚医药店专卖店,皇冠店铺,,,,,,
\t487818164700,美妆护肤,彩妆,彩妆2025新款,583.53,湖南,5000+人付款,诚信美妆店专卖店,极速发货,,,,,,
\t242585636138,食品生鲜,水果,水果2025新款,415.48,湖北,100+人付款,时尚食品店,,,,,,,
\t677447445691,家居生活,装饰,装饰2025新款办公,808.99,湖南,1000+人付款,诚信家居店专卖店,,,,,,,
\t876923225761,运动户外,运动鞋,秋季运动鞋宽松热销,681.04,四川,5000+人付款,诚信运动店,,,,休闲风,,,
\t198960665072,钟表珠宝,项链,项链高品质,1079.86,山西,500+人付款,诚信钟表店,,,,,,,
\t106330460010,食品生鲜,水果,水果官方正品,417.17,山东,5万+人付款,时尚食品店,回头客3千,,,,,,
\t292017262289,家居生活,收纳,收纳2025新款办公,1645.14,北京,2万+人付款,诚信家居店,皇冠店铺,,,,,,
\t659899410800,数码家电,手机,手机2025新款家用,1692.48,广东,200+人付款,粤品质数码店,,,,,,,
\t693760452215,运动户外,运动鞋,运动鞋宽松热销,1560.92,北京,500+人付款,京优品运动店,回头客10万,先用后付,,时尚风,,宽松型,冬季
\t111940623809,汽车用品,电子,电子官方正品,863.4,新疆,5000+人付款,诚信汽车店,,先用后付,,,,,
\t160040462918,数码家电,耳机,耳机官方正品户外,5916.37,江苏,100+人付款,苏时尚数码店专卖店,5年老店,,,,,,
\t336846043912,图书音像,社科,社科高品质,195.72,北京,2000+人付款,京品质图书店,回头客1万,,,,,,
\t674805965377,美妆护肤,身体护理,身体护理2025新款,209.17,重庆,2000+人付款,渝优品美妆店旗舰店,8年老店,,,,,,
\t113389583805,礼品鲜花,定制礼品,定制礼品官方正品,783.01,重庆,1万+人付款,渝优品礼品店,皇冠店铺,,退货宝,,,,
\t187820531242,玩具乐器,益智玩具,益智玩具官方正品,1687.66,西藏,5000+人付款,诚信玩具店,回头客1万,,,,,,
\t340268876167,玩具乐器,模型,模型官方正品,1344.78,上海,5万+人付款,时尚玩具店,正品保障,,,,,,
\t887322432239,钟表珠宝,手表,手表高品质,1086.96,天津,10万+人付款,津时尚钟表店,,先用后付,,,,,
\t691331800214,礼品鲜花,永生花,永生花2025新款,1758.92,甘肃,200+人付款,甘诚信礼品店,8年老店,,,,,,
\t462421218772,玩具乐器,模型,模型官方正品,176.45,四川,1000+人付款,诚信玩具店旗舰店,回头客10万,,退货宝,,,,
\t970026123404,美妆护肤,面部护理,面部护理2025新款,312.66,辽宁,5000+人付款,优品美妆店专卖店,极速发货,,,,,,
\t265770076948,服饰鞋包,童装,童装宽松热销,472.65,浙江,1000+人付款,浙诚信服饰店专卖店,回头客3千,,,时尚风,莫代尔,,冬季
\t708872705938,汽车用品,保养,保养2025新款,815.38,陕西,500+人付款,陕诚信汽车店,,,,,,,
\t356788374747,母婴用品,辅食,春季辅食百搭2025新款,254.72,福建,1000+人付款,优品母婴店旗舰店,金牌卖家,,,,羊毛,,
\t160328698647,家居生活,装饰,装饰2025新款办公,856.68,广东,5000+人付款,时尚家居店,正品保障,,,,,,
\t177283508794,玩具乐器,模型,模型官方正品,1255.41,北京,500+人付款,品质玩具店,极速发货,,,,,,
\t559408473146,礼品鲜花,鲜花,鲜花2025新款,283.36,四川,1万+人付款,品质礼品店专卖店,回头客3千,,退货宝,,,,
\t345580004989,汽车用品,装饰,装饰官方正品,1068.27,江苏,2000+人付款,时尚汽车店,8年老店,,,,,,
\t489862417554,礼品鲜花,礼品,礼品高品质,885.06,江苏,2000+人付款,苏时尚礼品店专卖店,正品保障,,,,,,
\t237528165251,食品生鲜,海鲜,海鲜2025新款,496.9,广东,200+人付款,粤优品食品店专卖店,正品保障,,,,,,
\t781479368719,家居生活,家纺,家纺高品质户外,1026.07,四川,1000+人付款,诚信家居店专卖店,皇冠店铺,,,,,,
\t246742535392,医药健康,药品,药品高品质,402.8,湖北,2000+人付款,诚信医药店,,,,,,,
\t332801502541,美妆护肤,面部护理,面部护理官方正品,276.32,北京,1000+人付款,诚信美妆店专卖店,极速发货,,,,,,
\t767392048469,图书音像,少儿,少儿官方正品,298.93,四川,1万+人付款,品质图书店,回头客5万,,,,,,
\t184664604356,运动户外,户外装备,冬季户外装备修身正品,54.91,福建,500+人付款,闽时尚运动店,,,,,,,冬季
\t779676848631,玩具乐器,手办,手办官方正品,270.22,广东,200+人付款,诚信玩具店旗舰店,回头客1万,先用后付,,,,,
\t962600121483,美妆护肤,美发,美发2025新款,471.91,重庆,2万+人付款,时尚美妆店,回头客10万,,退货宝,,,,
\t418325988898,宠物用品,服饰,春季服饰宽松热销,374.43,河北,5000+人付款,优品宠物店旗舰店,回头客5万,,,,,,夏季
\t559346373504,母婴用品,纸尿裤,纸尿裤修身正品,767.22,广东,2000+人付款,时尚母婴店专卖店,极速发货,,,休闲风,,,春季
\t698658458932,医药健康,计生用品,计生用品2025新款,553.4,山西,1万+人付款,晋时尚医药店专卖店,极速发货,,,,,,
\t552235285338,汽车用品,安全,安全官方正品,1213.87,四川,100+人付款,川时尚汽车店,极速发货,,,,,,
\t787016560710,汽车用品,安全,安全高品质,798.88,山西,5万+人付款,诚信汽车店旗舰店,皇冠店铺,,,,,,
\t828817516317,汽车用品,电子,电子2025新款,965.69,宁夏,200+人付款,品质汽车店旗舰店,,,,,,,
\t270426860338,玩具乐器,模型,模型高品质,2384.65,四川,1000+人付款,优品玩具店,正品保障,,,,,,
\t347930483210,服饰鞋包,配饰,冬季配饰宽松热销,801.74,江苏,500+人付款,品质服饰店专卖店,金牌卖家,,,,聚酯纤维,,春秋季
