商品id,一级品类,二级品类,商品标题,商品价格,省份,商品销量,店铺名称,店铺标签,先用后付,退货宝,风格,面料,版型,适用季节,销量下限
987728935400,母婴用品,玩具,夏季玩具宽松2025新款,795.34,四川,500+人付款,川时尚母婴店专卖店,5年老店,先用后付,退货宝,,莫代尔,,秋季,500
288261843448,美妆护肤,面部护理,面部护理官方正品,253.39,江苏,5000+人付款,诚信美妆店旗舰店,,未提供,未提供,,,,,5000
579091697549,图书音像,小说,小说2025新款,273.81,四川,1000+人付款,品质图书店,金牌卖家,未提供,未提供,,,,,1000
787937656089,医药健康,保健品,保健品2025新款,130.74,上海,1000+人付款,品质医药店旗舰店,,未提供,未提供,,,,,1000
988239143926,玩具乐器,乐器,乐器官方正品,2235.72,陕西,5000+人付款,陕优品玩具店,回头客5万,未提供,未提供,,,,,5000
130949823119,医药健康,药品,药品高品质,1582.13,山东,2000+人付款,品质医药店,回头客5万,先用后付,未提供,,,,,2000
917815621595,钟表珠宝,戒指,戒指高品质,3041.66,湖南,500+人付款,品质钟表店专卖店,回头客1万,未提供,未提供,,,,,500
858996027282,图书音像,社科,社科2025新款,286.97,广东,2000+人付款,时尚图书店旗舰店,皇冠店铺,先用后付,未提供,,,,,2000
642491963466,数码家电,家电,家电官方正品户外,4412.49,江苏,1000+人付款,时尚数码店旗舰店,,未提供,未提供,,,,,1000
683273430844,玩具乐器,乐器,乐器官方正品,135.71,浙江,2000+人付款,品质玩具店专卖店,回头客5万,未提供,未提供,,,,,2000
866405042177,运动户外,运动服,运动服修身2025新款,79.08,湖北,1000+人付款,优品运动店,回头客3千,未提供,未提供,休闲风,,,春秋季,1000
189557098049,图书音像,社科,社科2025新款,109.56,江苏,100+人付款,品质图书店旗舰店,正品保障,未提供,未提供,,,,,100
884596026360,数码家电,相机,相机官方正品办公,5379.38,湖南,1000+人付款,诚信数码店,回头客5万,先用后付,未提供,,,,,1000
297298389477,钟表珠宝,耳环,耳环高品质,2759.75,河南,1万+人付款,诚信钟表店,回头客1万,未提供,未提供,,,,,10000
749168893740,农资园艺,农具,农具2025新款,38.1,湖南,200+人付款,湘优品农资店专卖店,回头客10万,未提供,未提供,,,,,200
760706005679,母婴用品,纸尿裤,秋季纸尿裤修身2025新款,1195.26,山东,2万+人付款,时尚母婴店,,未提供,未提供,休闲风,聚酯纤维,,冬季,20000
607257511166,数码家电,耳机,耳机官方正品户外,1139.8,湖北,1万+人付款,鄂品质数码店,极速发货,未提供,未提供,,,,,10000
279414598978,服饰鞋包,童装,春季童装百搭正品,291.71,天津,1000+人付款,津优品服饰店专卖店,,未提供,未提供,时尚风,纯棉,,春季,1000
732995516811,美妆护肤,彩妆,彩妆官方正品,322.46,河北,1000+人付款,冀优品美妆店旗舰店,极速发货,未提供,未提供,,,,,1000
169159441206,家居生活,厨具,厨具高品质办公,190.72,黑龙江,1万+人付款,诚信家居店,回头客5万,未提供,未提供,,,,,10000
926394269988,汽车用品,电子,电子2025新款,881.49,山东,2000+人付款,优品汽车店,正品保障,未提供,退货宝,,,,,2000
174586391095,母婴用品,纸尿裤,冬季纸尿裤宽松2025新款,390.78,上海,1万+人付款,沪优品母婴店专卖店,,未提供,未提供,通勤风,莫代尔,,夏季,10000
916871697883,汽车用品,装饰,装饰2025新款,995.1,湖南,200+人付款,品质汽车店,回头客10万,未提供,未提供,,,,,200
663606752333,食品生鲜,水果,水果高品质,329.27,黑龙江,100万+人付款,诚信食品店,5年老店,未提供,退货宝,,,,,1000000
225586737761,运动户外,健身器材,健身器材宽松2025新款,71.31,福建,5万+人付款,闽品质运动店,回头客1万,未提供,未提供,,,,冬季,50000
876896396978,宠物用品,玩具,夏季玩具宽松正品,201.93,内蒙古,200+人付款,蒙时尚宠物店,8年老店,未提供,未提供,,,,,200
111934430828,食品生鲜,肉类,肉类高品质,225.38,河北,2万+人付款,优品食品店专卖店,回头客1万,未提供,未提供,,,,,20000
630928673081,美妆护肤,美发,美发2025新款,134.55,河南,5000+人付款,品质美妆店旗舰店,回头客1万,未提供,未提供,,,,,5000
917209127454,运动户外,运动服,运动服宽松2025新款,1218.21,浙江,1000+人付款,时尚运动店,8年老店,未提供,未提供,,,,秋季,1000
837577733714,玩具乐器,乐器,乐器高品质,551.68,上海,5万+人付款,诚信玩具店,5年老店,先用后付,未提供,,,,,50000
690187824511,医药健康,药品,药品2025新款,415.12,宁夏,2000+人付款,时尚医药店,回头客3千,未提供,退货宝,,,,,2000
205166722971,服饰鞋包,配饰,春季配饰修身正品,47.19,吉林,5000+人付款,品质服饰店专卖店,正品保障,未提供,未提供,,纯棉,标准型,冬季,5000
676399388813,数码家电,手机,手机官方正品办公,5714.11,辽宁,1000+人付款,诚信数码店,,未提供,退货宝,,,,,1000
231229008008,医药健康,保健品,保健品2025新款,1188.62,澳门,2000+人付款,诚信医药店,回头客10万,先用后付,未提供,,,,,2000
346217415803,宠物用品,护理,春季护理百搭热销,233.61,辽宁,500+人付款,诚信宠物店专卖店,极速发货,未提供,未提供,,,,,500
512257005587,钟表珠宝,戒指,戒指2025新款,2316.17,天津,5万+人付款,津时尚钟表店,回头客3千,未提供,未提供,,,,,50000
102753672740,宠物用品,用品,夏季用品百搭正品,347.31,香港,1万+人付款,港时尚宠物店,金牌卖家,未提供,未提供,通勤风,,,夏季,10000
804622884859,钟表珠宝,耳环,耳环官方正品,1002.19,山东,200+人付款,优品钟表店,回头客10万,未提供,未提供,,,,,200
846421816325,汽车用品,安全,安全2025新款,443.98,西藏,2万+人付款,优品汽车店旗舰店,回头客5万,未提供,未提供,,,,,20000
255836753668,医药健康,计生用品,计生用品官方正品,770.32,海南,2000+人付款,时尚医药店专卖店,皇冠店铺,未提供,未提供,,,,,2000
842110235007,玩具乐器,乐器,乐器高品质,722.3,河南,5万+人付款,豫优品玩具店旗舰店,8年老店,未提供,未提供,,,,,50000
140899920545,医药健康,计生用品,计生用品官方正品,984.61,福建,20万+人付款,闽时尚医药店,,未提供,未提供,,,,,200000
359082302009,汽车用品,装饰,装饰高品质,96.91,黑龙江,500+人付款,诚信汽车店旗舰店,回头客3千,未提供,未提供,,,,,500
958246762030,数码家电,相机,相机高品质家用,1503.78,甘肃,2000+人付款,时尚数码店,皇冠店铺,未提供,未提供,,,,,2000
499973317557,钟表珠宝,戒指,戒指2025新款,3341.73,陕西,1万+人付款,陕优品钟表店,金牌卖家,未提供,未提供,,,,,10000
714819308885,运动户外,健身器材,秋季健身器材百搭正品,1246.88,湖北,2000+人付款,优品运动店旗舰店,8年老店,先用后付,未提供,,,标准型,,2000
783056942419,食品生鲜,肉类,肉类高品质,367.7,福建,500+人付款,时尚食品店旗舰店,回头客3千,未提供,未提供,,,,,500
131523099484,汽车用品,清洁,清洁2025新款,227.09,湖北,1000+人付款,诚信汽车店专卖店,金牌卖家,未提供,未提供,,,,,1000
881847809906,宠物用品,食品,夏季食品修身热销,214.34,重庆,200+人付款,优品宠物店,皇冠店铺,未提供,未提供,时尚风,,,,200
563683431989,家居生活,家具,家具高品质户外,2441.47,台湾,500+人付款,时尚家居店专卖店,,未提供,未提供,,,,,500
867402650219,美妆护肤,面部护理,面部护理高品质,256.49,江苏,1000+人付款,品质美妆店专卖店,回头客1万,未提供,未提供,,,,,1000
958575623900,宠物用品,护理,护理宽松正品,63.73,辽宁,5000+人付款,优品宠物店,正品保障,未提供,未提供,通勤风,,,,5000
568995084569,母婴用品,童装,秋季童装百搭正品,467.82,浙江,500+人付款,诚信母婴店旗舰店,,先用后付,未提供,,,,春秋季,500
740207970381,运动户外,健身器材,夏季健身器材百搭热销,1307.2,宁夏,5000+人付款,品质运动店,,未提供,未提供,,,标准型,春季,5000
379388564478,美妆护肤,美发,美发2025新款,841.11,青海,1万+人付款,品质美妆店专卖店,,未提供,未提供,,,,,10000
976819519750,医药健康,药品,药品官方正品,65.44,上海,2000+人付款,时尚医药店旗舰店,正品保障,未提供,未提供,,,,,2000
616481275802,母婴用品,辅食,夏季辅食修身热销,636.09,福建,500+人付款,优品母婴店,,未提供,未提供,休闲风,莫代尔,,秋季,500
492747135615,礼品鲜花,礼盒,礼盒高品质,960.1,吉林,1000+人付款,优品礼品店,5年老店,未提供,未提供,,,,,1000
344456109688,母婴用品,辅食,冬季辅食修身热销,500.47,福建,500+人付款,闽时尚母婴店,极速发货,未提供,未提供,通勤风,莫代尔,,春秋季,500
282792522882,运动户外,运动鞋,秋季运动鞋百搭热销,1400.78,浙江,100+人付款,诚信运动店专卖店,,未提供,未提供,休闲风,,宽松型,,100
926111202662,家居生活,厨具,厨具高品质办公,2590.88,浙江,5000+人付款,品质家居店专卖店,回头客10万,未提供,未提供,,,,,5000
477864810341,玩具乐器,儿童玩具,儿童玩具2025新款,2447.48,辽宁,1000+人付款,诚信玩具店,回头客5万,未提供,未提供,,,,,1000
890931905443,图书音像,社科,社科官方正品,51.28,北京,1000+人付款,京时尚图书店专卖店,皇冠店铺,未提供,未提供,,,,,1000
748389295517,图书音像,经管,经管官方正品,259.08,黑龙江,500+人付款,品质图书店专卖店,8年老店,未提供,未提供,,,,,500
916083168400,礼品鲜花,鲜花,鲜花官方正品,1434.37,山东,1000+人付款,诚信礼品店,正品保障,未提供,未提供,,,,,1000
530081266276,农资园艺,肥料,肥料2025新款,672.43,福建,200+人付款,品质农资店,,先用后付,未提供,,,,,200
736614778512,农资园艺,种子,种子官方正品,839.57,广东,500+人付款,诚信农资店,,先用后付,未提供,,,,,500
312519447488,母婴用品,纸尿裤,春季纸尿裤宽松2025新款,1166.25,江苏,1000+人付款,时尚母婴店,8年老店,未提供,未提供,时尚风,,,春季,1000
501486871918,美妆护肤,美发,美发2025新款,639.31,海南,1000+人付款,时尚美妆店,极速发货,未提供,未提供,,,,,1000
824315788928,家居生活,收纳,收纳官方正品家用,143.73,江苏,50万+人付款,时尚家居店,极速发货,未提供,未提供,,,,,500000
261712658459,礼品鲜花,礼盒,礼盒2025新款,1482.75,广东,2万+人付款,诚信礼品店专卖店,,先用后付,未提供,,,,,20000
784787067075,玩具乐器,儿童玩具,儿童玩具2025新款,450.96,北京,2000+人付款,京品质玩具店,8年老店,未提供,未提供,,,,,2000
210912233176,图书音像,小说,小说2025新款,62.91,广东,200+人付款,时尚图书店专卖店,5年老店,未提供,未提供,,,,,200
573879196672,宠物用品,食品,冬季食品百搭正品,109.22,山东,200+人付款,鲁品质宠物店旗舰店,回头客1万,未提供,未提供,时尚风,,,,200
268408080234,玩具乐器,乐器,乐器高品质,959.15,河南,5000+人付款,豫品质玩具店,金牌卖家,未提供,未提供,,,,,5000
761816161316,母婴用品,玩具,秋季玩具宽松2025新款,679.69,广东,500+人付款,品质母婴店,金牌卖家,未提供,退货宝,,,,秋季,500
481901257451,钟表珠宝,手链,手链官方正品,1683.25,新疆,500+人付款,优品钟表店专卖店,金牌卖家,未提供,未提供,,,,,500
826506308931,宠物用品,护理,夏季护理修身2025新款,162.51,云南,500+人付款,时尚宠物店专卖店,8年老店,未提供,退货宝,时尚风,,,夏季,500
322027811196,美妆护肤,美发,美发官方正品,273.48,湖北,200+人付款,品质美妆店专卖店,,未提供,未提供,,,,,200
178974412866,家居生活,装饰,装饰官方正品家用,1330.38,福建,200+人付款,闽时尚家居店,皇冠店铺,未提供,未提供,,,,,200
737602645601,食品生鲜,水果,水果官方正品,145.74,北京,1000+人付款,京时尚食品店,金牌卖家,未提供,未提供,,,,,1000
607491894796,图书音像,教材,教材高品质,59.2,四川,1000+人付款,时尚图书店旗舰店,极速发货,未提供,未提供,,,,,1000
858805512620,礼品鲜花,定制礼品,定制礼品官方正品,127.11,北京,1万+人付款,时尚礼品店,回头客1万,未提供,未提供,,,,,10000
704653581086,食品生鲜,粮油,粮油高品质,311.47,上海,100+人付款,时尚食品店,回头客5万,未提供,未提供,,,,,100
709619869741,礼品鲜花,定制礼品,定制礼品2025新款,1338.98,贵州,1000+人付款,黔时尚礼品店专卖店,回头客1万,先用后付,未提供,,,,,1000
937523374607,服饰鞋包,女装,女装宽松2025新款,782.65,广东,2000+人付款,品质服饰店专卖店,回头客3千,未提供,未提供,休闲风,纯棉,,,2000
216721139392,农资园艺,盆栽,盆栽2025新款,242.35,湖北,2000+人付款,优品农资店,回头客5万,未提供,未提供,,,,,2000
946850495450,运动户外,健身器材,春季健身器材宽松热销,86.34,安徽,2万+人付款,品质运动店旗舰店,皇冠店铺,未提供,未提供,休闲风,,,春秋季,20000
978754835835,运动户外,健身器材,健身器材宽松2025新款,852.07,山东,500+人付款,品质运动店旗舰店,回头客5万,未提供,退货宝,,,,秋季,500
490320007906,礼品鲜花,定制礼品,定制礼品2025新款,962.78,浙江,1000+人付款,浙时尚礼品店,金牌卖家,未提供,未提供,,,,,1000
549648672287,礼品鲜花,鲜花,鲜花高品质,1598.79,云南,2万+人付款,优品礼品店,回头客10万,未提供,未提供,,,,,20000
503505218787,运动户外,运动服,夏季运动服修身正品,1484.09,安徽,100+人付款,品质运动店,,未提供,未提供,通勤风,,,冬季,100
484894916139,服饰鞋包,配饰,春季配饰修身正品,643.61,澳门,5000+人付款,优品服饰店,8年老店,未提供,未提供,,丝光棉,标准型,秋季,5000
742593402939,医药健康,医疗器械,医疗器械高品质,777.23,江西,500+人付款,诚信医药店,极速发货,未提供,未提供,,,,,500
504743304801,食品生鲜,水果,水果高品质,188.78,江苏,100+人付款,苏时尚食品店,正品保障,未提供,未提供,,,,,100
836880895612,母婴用品,纸尿裤,纸尿裤修身正品,374.79,江苏,500+人付款,品质母婴店,8年老店,未提供,未提供,,莫代尔,,冬季,500
547693403180,图书音像,小说,小说2025新款,265.33,台湾,2000+人付款,时尚图书店,回头客10万,未提供,未提供,,,,,2000
434463514190,汽车用品,电子,电子高品质,1149.29,河北,1万+人付款,冀时尚汽车店旗舰店,皇冠店铺,未提供,未提供,,,,,10000
403262646175,服饰鞋包,男装,秋季男装宽松热销,1298.11,河北,1000+人付款,诚信服饰店,回头客3千,未提供,未提供,休闲风,莫代尔,,,1000
600787028235,图书音像,小说,小说2025新款,207.35,广东,500+人付款,时尚图书店,正品保障,未提供,未提供,,,,,500
183966724929,宠物用品,玩具,秋季玩具修身热销,83.11,黑龙江,1万+人付款,时尚宠物店,5年老店,先用后付,未提供,,,,,10000
914783021670,医药健康,医疗器械,医疗器械高品质,1192.66,江西,1万+人付款,时尚医药店专卖店,皇冠店铺,未提供,未提供,,,,,10000
